,Mutation date,ID,Gender,Age,Birthdate,Life expectancy,Marital status,Couple nr,Marriage duration,Marriage end date,Marriage intention,Marriage age,Wedding date,Employment status,Income,Capital,Children,NrChildren,Birth age,Birthing date,Alive,Event
8897,2011-01-01,8897,Female,13,1998-12-05,0.00011999999999999999,Single,0,,,No,,,Child,0.0,0,Yes,0,33.0,2031-05-26,1,Created
8898,2011-01-01,8898,Female,72,1939-07-05,0.01411,Married,1836,,2040-12-14,Yes,,,Retired,91535.0,232546,No,2,,NA,1,Created
8899,2011-01-01,8899,Male,43,1968-02-17,0.00103,Divorced,0,,,Yes,,,Entrepreneur with personel,16303.0,452227,Yes,0,,NA,1,Created
8900,2011-01-01,8900,Male,3,2008-08-05,0.0002,Single,0,,,No,,,Child,0.0,0,No,0,,NA,1,Created
8901,2011-01-01,8901,Female,60,1951-12-30,0.00541,Married,1837,,2021-06-26,No,,,Flexible contract,17856.0,409516,No,1,,NA,1,Created
8902,2011-01-01,8902,Female,4,2007-03-27,5.9999999999999995e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,27.0,2034-11-18,1,Created
8903,2011-01-01,8903,Female,79,1932-07-13,0.03112,Married,1838,,2052-10-01,No,,,Retired,17345.0,164771,Yes,3,,NA,1,Created
8904,2011-01-01,8904,Female,76,1935-08-01,0.02337,Married,1839,,2028-01-12,No,,,Retired,21120.0,5901,Yes,2,,NA,1,Created
18122,2011-10-31,8904,Female,77,1935-08-01,0.02337,Widowed,1839,,2028-01-12,No,,,Retired,21120.0,5901,Yes,2,,NA,1,Life event: Widowed
8905,2011-01-01,8905,Female,42,1969-12-17,0.001,Single,0,,,No,,,Flexible contract,26162.0,160144,No,0,,NA,1,Created
8906,2011-01-01,8906,Male,6,2005-12-23,5.9999999999999995e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
8907,2011-01-01,8907,Male,17,1994-09-04,0.00022999999999999998,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
17875,2011-09-04,8907,Male,18,1994-09-04,0.00022999999999999998,Single,0,,,No,,,Entrepreneur with personel,13673.0,283645,Yes,0,,NA,1,Life event: Adulthood
8908,2011-01-01,8908,Female,2,2009-02-24,0.00015,Single,0,,,Yes,26.0,2035-06-12,Child,0.0,0,No,0,29.0,2038-04-13,1,Created
8909,2011-01-01,8909,Male,4,2007-09-04,0.00011,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
8910,2011-01-01,8910,Male,28,1983-06-09,0.00045,Single,0,,,Yes,24.0,,Entrepreneur without personnel,44118.0,136938,Yes,0,,NA,1,Created
8911,2011-01-01,8911,Male,27,1984-03-17,0.00044,Single,0,,,Yes,28.0,2012-12-25,Unemployed,31843.0,41225,Yes,0,,NA,1,Created
8912,2011-01-01,8912,Female,66,1945-07-21,0.009040000000000001,Divorced,0,,,No,,,Entrepreneur without personnel,27868.0,120255,No,0,,NA,1,Created
17668,2011-07-21,8912,Female,67,1945-07-21,0.009040000000000001,Divorced,0,,,No,,,Retired,19507.6,120255,No,0,,NA,1,Life event: Retired
8913,2011-01-01,8913,Male,40,1971-12-05,0.0009400000000000001,Single,0,,,No,,,Permanent contract,19242.0,6966,Yes,0,,NA,1,Created
8914,2011-01-01,8914,Female,61,1950-06-07,0.00562,Married,1840,,2029-09-20,No,,,Permanent contract,5968.0,98588,Yes,2,,NA,1,Created
8915,2011-01-01,8915,Male,21,1990-11-27,0.00045,Single,0,,,Yes,41.0,2031-03-25,Permanent contract,42781.0,307471,No,0,,NA,1,Created
8916,2011-01-01,8916,Female,59,1952-09-03,0.00479,Married,1841,,2036-12-25,No,,,Flexible contract,45706.0,300716,No,2,,NA,1,Created
8917,2011-01-01,8917,Male,74,1937-10-23,0.0295,Widowed,0,,,No,,,Retired,52249.0,2652996,Yes,0,,NA,1,Created
8918,2011-01-01,8918,Female,67,1944-08-30,0.00974,Widowed,0,,,Yes,,,Permanent contract,69672.0,761,No,0,,NA,1,Created
17854,2011-08-30,8918,Female,68,1944-08-30,0.00974,Widowed,0,,,Yes,,,Retired,48770.399999999994,761,No,0,,NA,1,Life event: Retired
8919,2011-01-01,8919,Female,50,1961-06-22,0.00225,Married,1842,,2032-12-09,Yes,,,Entrepreneur without personnel,17006.0,415981,No,1,,NA,1,Created
8920,2011-01-01,8920,Female,73,1938-08-28,0.01577,Married,1843,,2063-02-25,Yes,,,Retired,38466.0,134025,Yes,1,,NA,1,Created
8921,2011-01-01,8921,Male,12,1999-03-31,0.00011,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
8922,2011-01-01,8922,Male,49,1962-03-25,0.00242,Married,1833,,2043-05-04,Yes,,,Permanent contract,29612.0,200381,Yes,2,,NA,1,Created
8923,2011-01-01,8923,Male,76,1935-08-01,0.0375,Widowed,0,,,Yes,,,Retired,27988.0,2918,Yes,0,,NA,1,Created
8924,2011-01-01,8924,Male,21,1990-09-17,0.00045,Single,0,,,No,,,Permanent contract,8472.0,4106627,No,0,,NA,1,Created
8925,2011-01-01,8925,Female,21,1990-07-13,0.00016,Single,0,,,Yes,43.0,2033-06-21,Permanent contract,14658.0,38361,Yes,0,35.0,2025-03-17,1,Created
8926,2011-01-01,8926,Female,7,2004-11-03,7e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,32.0,2036-06-05,1,Created
8927,2011-01-01,8927,Male,33,1978-11-23,0.00047999999999999996,Single,0,,,No,,,Entrepreneur without personnel,3209.0,-40161,Yes,0,,NA,1,Created
8928,2011-01-01,8928,Male,4,2007-08-13,0.00011,Single,0,,,Yes,43.0,2050-04-17,Child,0.0,0,Yes,0,,NA,1,Created
8929,2011-01-01,8929,Male,61,1950-03-10,0.00747,Married,1834,,2040-10-31,No,,,Permanent contract,24395.0,265397,Yes,2,,NA,1,Created
8930,2011-01-01,8930,Male,78,1933-03-19,0.04668,Married,1835,,2017-08-12,Yes,,,Retired,48833.0,3581,Yes,1,,NA,1,Created
8931,2011-01-01,8931,Male,44,1967-04-30,0.0013599999999999999,Married,1836,,2040-12-14,No,,,Permanent contract,40276.0,57798,No,2,,NA,1,Created
8932,2011-01-01,8932,Female,5,2006-08-04,4e-05,Single,0,,,No,,,Child,0.0,0,No,0,40.0,2046-07-29,1,Created
8933,2011-01-01,8933,Female,25,1986-03-04,0.00022999999999999998,Single,0,,,Yes,96.0,2082-10-24,Flexible contract,10057.0,-1020,No,0,34.0,2020-03-04,1,Created
8934,2011-01-01,8934,Male,53,1958-02-06,0.0033299999999999996,Married,1837,,2021-06-26,No,,,Permanent contract,90064.0,-38015,No,1,,NA,1,Created
8935,2011-01-01,8935,Female,42,1969-12-12,0.001,Married,1844,,2059-06-22,Yes,,,Flexible contract,27834.0,953974,No,1,,NA,1,Created
8936,2011-01-01,8936,Male,57,1954-04-02,0.00572,Married,1838,,2052-10-01,Yes,,,Permanent contract,30405.0,2527,Yes,3,,NA,1,Created
8937,2011-01-01,8937,Male,73,1938-07-03,0.0262,Married,1839,,2028-01-12,No,,,Retired,16697.0,307915,Yes,2,,NA,1,Created
18121,2011-10-31,8937,Male,74,1938-07-03,0.0262,Married,1839,,2028-01-12,No,,,Retired,16697.0,307915,Yes,2,,NA,0,Life event: Deceased
8938,2011-01-01,8938,Female,11,2000-01-04,7e-05,Single,0,,,Yes,30.0,2030-06-08,Child,0.0,0,Yes,0,38.0,2038-04-05,1,Created
8939,2011-01-01,8939,Male,55,1956-02-18,0.00419,Married,1840,,2029-09-20,No,,,Permanent contract,195362.0,6926,Yes,2,,NA,1,Created
8940,2011-01-01,8940,Male,63,1948-03-19,0.00945,Married,1841,,2036-12-25,No,,,Permanent contract,7283.0,189088,No,2,,NA,1,Created
8941,2011-01-01,8941,Female,34,1977-12-31,0.00037,Married,1845,,2025-07-31,Yes,,,Permanent contract,33123.0,12860,Yes,2,,NA,1,Created
8942,2011-01-01,8942,Male,12,1999-02-05,0.00011,Single,0,,,Yes,36.0,2035-01-20,Child,0.0,0,No,0,,NA,1,Created
8943,2011-01-01,8943,Male,79,1932-10-07,0.05364,Widowed,0,,,Yes,,,Retired,67798.0,382610,Yes,0,,NA,1,Created
8944,2011-01-01,8944,Male,19,1992-06-16,0.00033,Single,0,,,Yes,30.0,2022-08-07,Unemployed,46109.0,40561,No,0,,NA,1,Created
8945,2011-01-01,8945,Female,95,1916-10-13,0.23053,Widowed,0,,,No,,,Retired,14230.0,195669,Yes,0,,NA,1,Created
17170,2011-04-14,8945,Female,95,1916-10-13,0.23053,Widowed,0,,,No,,,Retired,14230.0,195669,Yes,0,,NA,0,Life event: Deceased
8946,2011-01-01,8946,Female,10,2001-01-17,0.0001,Single,0,,,No,,,Child,0.0,0,No,0,31.0,2032-06-15,1,Created
8947,2011-01-01,8947,Male,4,2007-06-19,0.00011,Single,0,,,Yes,43.0,2050-04-22,Child,0.0,0,No,0,,NA,1,Created
8948,2011-01-01,8948,Female,65,1946-03-03,0.007559999999999999,Widowed,0,,,No,,,Entrepreneur without personnel,27864.0,247,Yes,0,,NA,1,Created
16986,2011-03-03,8948,Female,66,1946-03-03,0.007559999999999999,Widowed,0,,,No,,,Retired,19504.8,247,Yes,0,,NA,1,Life event: Retired
8949,2011-01-01,8949,Male,73,1938-09-23,0.0262,Married,1842,,2032-12-09,No,,,Retired,10854.0,484748,No,1,,NA,1,Created
8950,2011-01-01,8950,Male,16,1995-06-15,0.00029,Single,0,,,No,,,Child,0.0,0,No,0,,NA,1,Created
8951,2011-01-01,8951,Female,53,1958-10-13,0.00312,Married,1846,,2020-08-25,No,,,Flexible contract,18131.0,119271,Yes,1,,NA,1,Created
8952,2011-01-01,8952,Female,18,1993-10-06,0.00023999999999999998,Single,0,,,No,,,Entrepreneur without personnel,8359.0,67166,No,0,31.0,2024-11-29,1,Created
8953,2011-01-01,8953,Female,45,1966-07-20,0.00134,Married,1847,,2026-11-29,No,,,Flexible contract,5637.0,14726,Yes,1,,NA,1,Created
8954,2011-01-01,8954,Male,31,1980-11-20,0.00041,Divorced,0,,,Yes,,,Permanent contract,38574.0,565871,Yes,0,,NA,1,Created
8955,2011-01-01,8955,Male,53,1958-02-21,0.0033299999999999996,Single,0,,,No,,,Permanent contract,77207.0,-17875,Yes,0,,NA,1,Created
8956,2011-01-01,8956,Female,58,1953-08-17,0.00448,Married,1848,,2044-09-07,No,,,Permanent contract,58610.0,87253,Yes,1,,NA,1,Created
8957,2011-01-01,8957,Female,71,1940-11-19,0.013009999999999999,Married,1849,,2020-10-25,No,,,Retired,30624.0,161405,Yes,2,,NA,1,Created
8958,2011-01-01,8958,Female,77,1934-10-15,0.0259,Married,1850,,2023-08-23,No,,,Retired,35109.0,26486,Yes,2,,NA,1,Created
8959,2011-01-01,8959,Female,21,1990-11-01,0.00016,Single,0,,,No,,,Entrepreneur without personnel,10742.0,661311,Yes,0,32.0,2022-05-03,1,Created
8960,2011-01-01,8960,Female,5,2006-09-14,4e-05,Single,0,,,Yes,44.0,2050-10-10,Child,0.0,0,No,0,27.0,2033-04-08,1,Created
8961,2011-01-01,8961,Female,93,1918-09-22,0.18566,Widowed,0,,,Yes,,,Retired,39068.0,11698,Yes,0,,NA,1,Created
8962,2011-01-01,8962,Female,56,1955-05-19,0.0041,Married,1851,,2049-09-16,Yes,,,Flexible contract,19149.0,268015,Yes,2,,NA,1,Created
8963,2011-01-01,8963,Female,63,1948-09-13,0.00672,Married,1852,,2064-11-13,Yes,,,Permanent contract,12627.0,7561,Yes,1,,NA,1,Created
8964,2011-01-01,8964,Female,65,1946-06-25,0.007559999999999999,Married,1853,,2038-10-03,Yes,,,Permanent contract,19914.0,5093,No,2,,NA,1,Created
17544,2011-06-25,8964,Female,66,1946-06-25,0.007559999999999999,Married,1853,,2038-10-03,Yes,,,Retired,13939.8,5093,No,2,,NA,1,Life event: Retired
8965,2011-01-01,8965,Female,36,1975-03-15,0.00049,Married,1854,,2049-10-04,No,,,Permanent contract,11762.0,-3782,No,1,,NA,1,Created
8966,2011-01-01,8966,Male,12,1999-03-07,0.00011,Single,0,,,Yes,28.0,2027-03-25,Child,0.0,0,Yes,0,,NA,1,Created
8967,2011-01-01,8967,Female,10,2001-01-15,0.0001,Single,0,,,No,,,Child,0.0,0,No,0,22.0,2023-06-15,1,Created
8968,2011-01-01,8968,Male,54,1957-10-28,0.00404,Married,1843,,2063-02-25,No,,,Flexible contract,20585.0,418520,Yes,1,,NA,1,Created
8969,2011-01-01,8969,Female,20,1991-04-26,0.00018,Single,0,,,Yes,26.0,2017-06-22,Permanent contract,35988.0,992,Yes,0,30.0,2021-05-14,1,Created
8970,2011-01-01,8970,Female,9,2002-12-06,2.9999999999999997e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,33.0,2035-06-13,1,Created
8971,2011-01-01,8971,Female,16,1995-10-28,8e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,28.0,2023-09-17,1,Created
8972,2011-01-01,8972,Male,32,1979-11-03,0.00059,Married,1844,,2059-06-22,No,,,Permanent contract,5491.0,854668,No,1,,NA,1,Created
8973,2011-01-01,8973,Female,74,1937-02-13,0.0185,Married,1855,,2013-05-31,No,,,Retired,30748.0,-42739,No,1,,NA,1,Created
8974,2011-01-01,8974,Female,5,2006-05-11,4e-05,Single,0,,,Yes,29.0,2035-03-02,Child,0.0,0,No,0,32.0,2038-03-21,1,Created
8975,2011-01-01,8975,Female,53,1958-10-29,0.00312,Married,1856,,2053-07-25,Yes,,,Unemployed,37090.0,194423,No,3,,NA,1,Created
8976,2011-01-01,8976,Male,16,1995-03-04,0.00029,Single,0,,,No,,,Child,0.0,0,No,0,,NA,1,Created
8977,2011-01-01,8977,Female,88,1923-06-05,0.10577,Married,1857,,2051-12-08,Yes,,,Retired,21690.0,354959,Yes,2,,NA,1,Created
8978,2011-01-01,8978,Female,70,1941-06-04,0.01252,Divorced,0,,,Yes,,,Retired,15887.0,-1704,No,0,,NA,1,Created
8979,2011-01-01,8979,Male,43,1968-08-31,0.00103,Single,0,,,Yes,40.0,,Permanent contract,12998.0,-6178,Yes,0,,NA,1,Created
8980,2011-01-01,8980,Female,68,1943-12-05,0.00983,Married,1858,,2057-04-03,No,,,Retired,36000.0,-1568,No,1,,NA,1,Created
8981,2011-01-01,8981,Male,16,1995-05-13,0.00029,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
8982,2011-01-01,8982,Male,2,2009-11-08,0.00021,Single,0,,,No,,,Child,0.0,0,No,0,,NA,1,Created
8983,2011-01-01,8983,Female,79,1932-02-13,0.03112,Married,1859,,2014-08-28,No,,,Retired,49234.0,-3360,No,1,,NA,1,Created
8984,2011-01-01,8984,Female,53,1958-01-30,0.00312,Married,1860,,2036-05-04,Yes,,,Permanent contract,32361.0,30150,Yes,3,,NA,1,Created
8985,2011-01-01,8985,Female,40,1971-05-29,0.0006900000000000001,Married,1861,,2046-12-19,No,,,Unemployed,16583.0,86416,No,2,,NA,1,Created
8986,2011-01-01,8986,Female,23,1988-02-24,0.0001,Single,0,,,Yes,25.0,2013-06-11,Entrepreneur without personnel,1678.0,-32701,Yes,0,33.0,2021-07-03,1,Created
8987,2011-01-01,8987,Male,105,1906-02-11,1.0,Widowed,0,,,Yes,,,Retired,49104.0,32150,Yes,0,,NA,1,Created
8988,2011-01-01,8988,Male,72,1939-12-05,0.02384,Widowed,0,,,Yes,,,Retired,15799.0,1484985,No,0,,NA,1,Created
8989,2011-01-01,8989,Male,10,2001-04-08,0.00011999999999999999,Single,0,,,No,,,Child,0.0,0,No,0,,NA,1,Created
8990,2011-01-01,8990,Male,2,2009-11-27,0.00021,Single,0,,,Yes,43.0,2052-05-24,Child,0.0,0,Yes,0,,NA,1,Created
8991,2011-01-01,8991,Female,19,1992-10-16,0.00014,Single,0,,,No,,,Entrepreneur with personel,16632.0,46822,Yes,0,28.0,2020-08-25,1,Created
8992,2011-01-01,8992,Male,4,2007-09-30,0.00011,Single,0,,,No,,,Child,0.0,0,No,0,,NA,1,Created
8993,2011-01-01,8993,Male,71,1940-11-02,0.02034,Widowed,0,,,No,,,Retired,15160.0,29208,No,0,,NA,1,Created
8994,2011-01-01,8994,Female,6,2005-10-16,8e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,27.0,2032-03-31,1,Created
8995,2011-01-01,8995,Male,16,1995-12-16,0.00029,Single,0,,,No,,,Child,0.0,0,No,0,,NA,1,Created
8996,2011-01-01,8996,Male,65,1946-02-15,0.01141,Married,1845,,2025-07-31,Yes,,,Entrepreneur with personel,98413.0,56529,Yes,2,,NA,1,Created
16903,2011-02-15,8996,Male,66,1946-02-15,0.01141,Married,1845,,2025-07-31,Yes,,,Retired,68889.09999999999,56529,Yes,2,,NA,1,Life event: Retired
8997,2011-01-01,8997,Male,12,1999-10-22,0.00011,Single,0,,,Yes,27.0,2026-06-03,Child,0.0,0,No,0,,NA,1,Created
8998,2011-01-01,8998,Female,42,1969-05-22,0.001,Single,0,,,Yes,21.0,,Permanent contract,7017.0,3663,No,0,,NA,1,Created
8999,2011-01-01,8999,Male,25,1986-03-17,0.00033999999999999997,Married,1846,,2020-08-25,No,,,Flexible contract,6335.0,14223,Yes,1,,NA,1,Created
9000,2011-01-01,9000,Male,62,1949-05-08,0.008409999999999999,Married,1847,,2026-11-29,Yes,,,Permanent contract,13957.0,945373,Yes,1,,NA,1,Created
9001,2011-01-01,9001,Female,30,1981-09-20,0.00027,Single,0,,,No,,,Permanent contract,27003.0,94786,Yes,0,,NA,1,Created
9002,2011-01-01,9002,Male,18,1993-12-24,0.00032,Single,0,,,Yes,29.0,2022-06-04,Unemployed,19324.0,37774,No,0,,NA,1,Created
9003,2011-01-01,9003,Male,55,1956-02-20,0.00419,Single,0,,,Yes,30.0,,Permanent contract,88187.0,4087056,Yes,0,,NA,1,Created
9004,2011-01-01,9004,Male,3,2008-05-25,0.0002,Single,0,,,Yes,29.0,2037-02-12,Child,0.0,0,Yes,0,,NA,1,Created
9005,2011-01-01,9005,Female,11,2000-05-03,7e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,24.0,2024-06-08,1,Created
9006,2011-01-01,9006,Male,41,1970-09-28,0.0008900000000000001,Single,0,,,Yes,54.0,2024-11-19,Entrepreneur without personnel,11400.0,16890,Yes,0,,NA,1,Created
9007,2011-01-01,9007,Female,65,1946-11-09,0.007559999999999999,Married,1862,,2049-10-08,Yes,,,Permanent contract,35600.0,41797,No,2,,NA,1,Created
18172,2011-11-09,9007,Female,66,1946-11-09,0.007559999999999999,Married,1862,,2049-10-08,Yes,,,Retired,24920.0,41797,No,2,,NA,1,Life event: Retired
9008,2011-01-01,9008,Male,37,1974-11-27,0.00082,Married,1848,,2044-09-07,No,,,Permanent contract,26173.0,56459,Yes,1,,NA,1,Created
9009,2011-01-01,9009,Female,46,1965-02-28,0.00134,Single,0,,,No,,,Permanent contract,31623.0,374213,No,0,,NA,1,Created
9010,2011-01-01,9010,Male,37,1974-12-07,0.00082,Married,1849,,2020-10-25,Yes,,,Permanent contract,2457.0,37463,Yes,2,,NA,1,Created
9011,2011-01-01,9011,Male,26,1985-08-20,1.0,Single,0,,,Yes,27.0,2012-07-30,Entrepreneur without personnel,5952.0,-41989,Yes,0,,NA,1,Created
9012,2011-01-01,9012,Male,27,1984-06-28,0.00044,Single,0,,,Yes,35.0,2019-09-03,Flexible contract,22220.0,475609,Yes,0,,NA,1,Created
9013,2011-01-01,9013,Female,20,1991-12-14,0.00018,Single,0,,,Yes,50.0,2041-03-14,Permanent contract,37409.0,290,Yes,0,34.0,2025-06-14,1,Created
9014,2011-01-01,9014,Male,47,1964-08-08,0.00186,Married,1850,,2023-08-23,No,,,Unemployed,13529.0,428966,Yes,2,,NA,1,Created
9015,2011-01-01,9015,Male,61,1950-01-21,0.00747,Divorced,0,,,No,,,Permanent contract,49147.0,13955,Yes,0,,NA,1,Created
9016,2011-01-01,9016,Female,10,2001-10-18,0.0001,Single,0,,,Yes,30.0,2031-04-28,Child,0.0,0,Yes,0,39.0,2040-09-08,1,Created
9017,2011-01-01,9017,Female,28,1983-02-03,0.00025,Single,0,,,Yes,24.0,,Entrepreneur without personnel,24919.0,247902,Yes,0,28.0,2011-10-07,1,Created
9018,2011-01-01,9018,Female,62,1949-06-27,0.0057399999999999994,Married,1863,,2030-01-13,Yes,,,Entrepreneur without personnel,23109.0,3313,Yes,3,,NA,1,Created
9019,2011-01-01,9019,Female,96,1915-01-02,0.24602,Widowed,0,,,Yes,,,Retired,18396.0,167995,Yes,0,,NA,1,Created
9020,2011-01-01,9020,Female,27,1984-11-14,0.00025,Single,0,,,No,,,Permanent contract,23169.0,630,Yes,0,29.0,2013-06-02,1,Created
9021,2011-01-01,9021,Female,60,1951-09-11,0.00541,Married,1864,,2022-09-03,Yes,,,Permanent contract,2523.0,254295,No,3,,NA,1,Created
9022,2011-01-01,9022,Female,1,2010-06-17,0.00033999999999999997,Single,0,,,Yes,30.0,2040-02-27,Child,0.0,0,Yes,0,29.0,2039-10-22,1,Created
9023,2011-01-01,9023,Male,17,1994-10-26,0.00022999999999999998,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
18095,2011-10-26,9023,Male,18,1994-10-26,0.00022999999999999998,Single,0,,,Yes,34,2027-02-26,Permanent contract,7164.0,33680,Yes,0,,NA,1,Life event: Adulthood
9024,2011-01-01,9024,Male,60,1951-09-18,0.006840000000000001,Single,0,,,Yes,23.0,,Permanent contract,23952.0,41351,Yes,0,,NA,1,Created
9025,2011-01-01,9025,Female,79,1932-05-04,0.03112,Married,1865,,2048-01-14,Yes,,,Retired,23297.0,-16891,Yes,1,,NA,1,Created
9026,2011-01-01,9026,Male,20,1991-11-24,0.00045,Single,0,,,No,,,Permanent contract,39061.0,1481155,No,0,,NA,1,Created
9027,2011-01-01,9027,Male,88,1923-03-27,0.14094,Married,1851,,2049-09-16,No,,,Retired,36275.0,4896,Yes,2,,NA,1,Created
9028,2011-01-01,9028,Male,78,1933-12-04,0.04668,Married,1852,,2064-11-13,Yes,,,Retired,13545.0,35610,Yes,1,,NA,1,Created
9029,2011-01-01,9029,Male,50,1961-08-29,0.00257,Divorced,0,,,No,,,Flexible contract,3193.0,76188,Yes,0,,NA,1,Created
9030,2011-01-01,9030,Female,2,2009-06-08,0.00015,Single,0,,,No,,,Child,0.0,0,Yes,0,33.0,2042-03-23,1,Created
9031,2011-01-01,9031,Female,20,1991-11-20,0.00018,Single,0,,,No,,,Entrepreneur without personnel,24952.0,424,No,0,33.0,2024-04-22,1,Created
9032,2011-01-01,9032,Female,28,1983-06-15,0.00025,Married,1866,,2013-02-11,Yes,,,Permanent contract,2558.0,-37593,No,1,30.0,2013-08-19,1,Created
9033,2011-01-01,9033,Male,29,1982-03-11,0.0005200000000000001,Single,0,,,No,,,Entrepreneur without personnel,35477.0,17292,Yes,0,,NA,1,Created
9034,2011-01-01,9034,Female,59,1952-02-05,0.00479,Married,1867,,2052-03-24,No,,,Permanent contract,19710.0,40771,Yes,1,,NA,1,Created
9035,2011-01-01,9035,Female,57,1954-09-17,0.00387,Married,1868,,2025-08-29,No,,,Permanent contract,397.0,377240,No,2,,NA,1,Created
9036,2011-01-01,9036,Female,53,1958-11-13,0.00312,Married,1869,,2037-04-29,Yes,,,Permanent contract,6453.0,112425,Yes,3,,NA,1,Created
9037,2011-01-01,9037,Male,34,1977-12-16,0.00067,Married,1853,,2038-10-03,No,,,Permanent contract,3387.0,234274,No,2,,NA,1,Created
9038,2011-01-01,9038,Female,75,1936-06-15,0.01986,Widowed,0,,,No,,,Retired,10746.0,228131,No,0,,NA,1,Created
9039,2011-01-01,9039,Male,11,2000-06-17,9e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
9040,2011-01-01,9040,Male,78,1933-10-06,0.04668,Married,1854,,2049-10-04,No,,,Retired,3208.0,7192,No,1,,NA,1,Created
9041,2011-01-01,9041,Female,8,2003-04-24,2.9999999999999997e-05,Single,0,,,Yes,26.0,2029-08-10,Child,0.0,0,Yes,0,34.0,2037-06-17,1,Created
9042,2011-01-01,9042,Female,95,1916-07-05,0.23053,Married,1870,,2015-07-11,No,,,Retired,43042.0,46051,No,2,,NA,1,Created
9043,2011-01-01,9043,Female,5,2006-04-02,4e-05,Single,0,,,Yes,28.0,2034-10-14,Child,0.0,0,Yes,0,39.0,2045-07-08,1,Created
9044,2011-01-01,9044,Male,32,1979-04-12,0.00059,Married,1855,,2013-05-31,Yes,,,Permanent contract,10215.0,-5044,No,1,,NA,1,Created
9045,2011-01-01,9045,Male,43,1968-07-20,0.00103,Married,1856,,2053-07-25,No,,,Permanent contract,23410.0,9291,No,3,,NA,1,Created
9046,2011-01-01,9046,Male,5,2006-07-31,9e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
9047,2011-01-01,9047,Female,34,1977-11-30,0.00037,Single,0,,,Yes,25.0,,Entrepreneur without personnel,73000.0,-3379,Yes,0,,NA,1,Created
9048,2011-01-01,9048,Female,0,2011-07-03,0.0028899999999999998,Single,0,,,Yes,35.0,2046-03-06,Child,0.0,0,No,0,40.0,2051-06-10,1,Created
9049,2011-01-01,9049,Male,40,1971-05-22,0.0009400000000000001,Married,1857,,2051-12-08,No,,,Unemployed,42118.0,2814,Yes,2,,NA,1,Created
9050,2011-01-01,9050,Female,38,1973-10-11,0.00063,Married,1871,,2030-08-28,Yes,,,Permanent contract,7770.0,288089,No,1,,NA,1,Created
9051,2011-01-01,9051,Female,61,1950-01-21,0.00562,Married,1872,,2044-08-28,No,,,Permanent contract,20206.0,372575,Yes,1,,NA,1,Created
9052,2011-01-01,9052,Male,64,1947-02-06,0.01097,Married,1858,,2057-04-03,No,,,Entrepreneur without personnel,92172.0,1946,No,1,,NA,1,Created
16861,2011-02-06,9052,Male,65,1947-02-06,0.01097,Married,1858,,2057-04-03,No,,,Retired,64520.399999999994,1946,No,1,,NA,1,Life event: Retired
9053,2011-01-01,9053,Male,49,1962-09-30,0.00242,Married,1859,,2014-08-28,Yes,,,Flexible contract,37458.0,-11908,No,1,,NA,1,Created
9054,2011-01-01,9054,Female,29,1982-08-20,0.00032,Married,1873,,2030-08-06,No,,,Permanent contract,44139.0,327971,Yes,2,37.0,2019-04-16,1,Created
9055,2011-01-01,9055,Female,50,1961-06-26,0.00225,Divorced,0,,,No,,,Permanent contract,29173.0,88,No,0,,NA,1,Created
9056,2011-01-01,9056,Female,50,1961-08-20,0.00225,Married,1874,,2051-03-22,Yes,,,Permanent contract,24003.0,-1263,No,1,,NA,1,Created
9057,2011-01-01,9057,Female,60,1951-07-15,0.00541,Divorced,0,,,No,,,Flexible contract,40278.0,6750,Yes,0,,NA,1,Created
9058,2011-01-01,9058,Male,78,1933-03-29,0.04668,Widowed,0,,,No,,,Retired,17427.0,-27550,Yes,0,,NA,1,Created
9059,2011-01-01,9059,Female,3,2008-11-27,0.00013000000000000002,Single,0,,,No,,,Child,0.0,0,No,0,40.0,2048-07-07,1,Created
9060,2011-01-01,9060,Female,56,1955-01-31,0.0041,Married,1875,,2064-04-24,No,,,Permanent contract,47644.0,-16815,Yes,2,,NA,1,Created
9061,2011-01-01,9061,Male,20,1991-07-28,0.00045,Single,0,,,Yes,51.0,2042-01-01,Entrepreneur without personnel,14669.0,-1760,Yes,0,,NA,1,Created
9062,2011-01-01,9062,Male,4,2007-09-07,0.00011,Single,0,,,No,,,Child,0.0,0,Yes,0,,NA,1,Created
9063,2011-01-01,9063,Female,4,2007-09-07,5.9999999999999995e-05,Single,0,,,No,,,Child,0.0,0,Yes,0,31.0,2038-12-21,1,Created
9064,2011-01-01,9064,Female,60,1951-06-18,0.00541,Married,1876,,2038-12-26,No,,,Permanent contract,11358.0,3513056,Yes,2,,NA,1,Created
